Year,Metric,Group,Subgroup,Order,Characteristic,Percent
1998,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",29.4
1999,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",30
2000,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",27.2
2001,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",28
2002,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",29.7
2003,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",31.6
2004,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",32.3
2005,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",32.7
2006,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",31.4
2007,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",33.6
2008,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",34.2
2009,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",38.7
2010,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",37.4
2011,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",37
2012,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",35
2013,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",32.7
2014,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",31.3
2015,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",28.1
1997,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",29.3
1998,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",26.9
1999,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",24.4
2000,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",26.8
2001,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",30.4
2002,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",28.7
2003,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",31.5
2004,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",35.7
2005,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",31.4
2006,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",32.3
2007,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",34.3
2008,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",40.5
2009,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",44.8
2010,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",40.7
2011,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",40
2012,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",35.6
2013,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",32.6
2014,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",30.1
2015,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",30.8
1997,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",19.5
1998,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",15.4
1999,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",16.7
2000,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",18.9
2001,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",24.4
2002,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",22
2003,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",23.5
2004,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",24
2005,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",24.2
2006,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",23
2007,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",24.6
2008,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",30.5
2009,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",32.5
2010,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",26.1
2011,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",23.9
2012,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",21.2
2013,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",19.4
2014,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",17.2
2015,Nonreceipt of Needed Prescription Drugs Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",100%-199% by Insurance,62,"100%-199%, Uninsured more than 12 months",20
1997,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",6.1
1998,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",4.8
1999,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",5.2
2000,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",5
2001,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",5.5
2002,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",5.6
2003,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",6.1
2004,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",6.9
2005,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",6.6
2006,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",7.1
2007,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",7.2
2008,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",9.1
2009,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",10
2010,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",9.5
2011,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",8.3
2012,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",7.6
2013,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",7.4
2014,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",6.9
2015,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",7
1997,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",6.8
1998,Nonreceipt of Needed Dental Care Due to Cost,"Poverty Level & Health Insurance Prior to Interview, 18-64 Years",200%-399% by Insurance,63,"200%-399%, Insured continuously all 12 months",5.8
